"okresVysledkyId","okresId","stranaId","hlasy","hlasyPct"
1052,27,39,224,2.53
1053,27,40,40,0.45
1054,28,1,23,0.14
1055,28,2,59,0.36
1056,28,3,56,0.34
1057,28,4,8,0.05
1058,28,5,1718,10.54
1059,28,6,308,1.89
1060,28,7,692,4.25
1061,28,8,16,0.10
1062,28,9,1338,8.21
1063,28,10,41,0.25
1064,28,11,43,0.26
1065,28,12,163,1.00
1066,28,13,32,0.20
1067,28,14,11,0.07
1068,28,15,30,0.18
1069,28,16,151,0.93
1070,28,17,8,0.05
1071,28,18,3,0.02
1072,28,19,210,1.29
1073,28,21,5,0.03
1074,28,22,17,0.10
1075,28,23,6,0.04
1076,28,24,339,2.08
1077,28,25,44,0.27
1078,28,26,1461,8.96
1079,28,27,2177,13.36
1080,28,28,1993,12.23
1081,28,29,15,0.09
1082,28,30,4422,27.13
1083,28,31,39,0.24
1084,28,32,4,0.02
1085,28,33,6,0.04
1086,28,34,152,0.93
1087,28,35,35,0.21
1088,28,36,29,0.18
1089,28,37,61,0.37
1090,28,38,2,0.01
1091,28,39,508,3.12
1092,28,40,75,0.46
1093,29,1,30,0.13
1094,29,2,85,0.37
1095,29,3,92,0.40
1096,29,4,23,0.10
1097,29,5,3036,13.09
1098,29,6,507,2.19
1099,29,7,903,3.89
1100,29,8,44,0.19
1101,29,9,1568,6.76
1102,29,10,77,0.33
1103,29,11,39,0.17
1104,29,12,286,1.23
1105,29,13,72,0.31
1106,29,14,22,0.09
1107,29,15,16,0.07
1108,29,16,217,0.94
1109,29,17,47,0.20
1110,29,18,10,0.04
1111,29,19,184,0.79
1112,29,21,7,0.03
1113,29,22,32,0.14
1114,29,23,22,0.09
1115,29,24,518,2.23
1116,29,25,112,0.48
1117,29,26,2550,10.99
1118,29,27,2941,12.68
1119,29,28,2532,10.91
1120,29,29,28,0.12
1121,29,30,5962,25.70
1122,29,31,37,0.16
1123,29,32,15,0.06
1124,29,33,6,0.03
1125,29,34,184,0.79
1126,29,35,26,0.11
1127,29,36,91,0.39
1128,29,37,136,0.59
1129,29,38,1,0.00
1130,29,39,616,2.66
1131,29,40,124,0.53
1132,30,1,88,0.63
1133,30,2,64,0.46
1134,30,3,54,0.38
1135,30,4,11,0.08
1136,30,5,1382,9.85
1137,30,6,345,2.46
1138,30,7,674,4.80
1139,30,8,16,0.11
1140,30,9,1028,7.32
1141,30,10,62,0.44
1142,30,11,49,0.35
1143,30,12,164,1.17
1144,30,13,43,0.31
1145,30,14,20,0.14
1146,30,15,25,0.18
1147,30,16,128,0.91
1148,30,17,25,0.18
1149,30,18,12,0.09
1150,30,19,86,0.61
1151,30,21,5,0.04
1152,30,22,16,0.11
1153,30,23,9,0.06
1154,30,24,269,1.92
1155,30,25,86,0.61
1156,30,26,1222,8.71
1157,30,27,1481,10.55
1158,30,28,1922,13.69
1159,30,29,17,0.12
1160,30,30,4094,29.17
1161,30,31,29,0.21
1162,30,32,8,0.06
1163,30,33,5,0.04
1164,30,34,101,0.72
1165,30,35,29,0.21
1166,30,36,39,0.28
1167,30,37,67,0.48
1168,30,38,4,0.03
1169,30,39,278,1.98
1170,30,40,80,0.57
1171,31,1,26,0.11
1172,31,2,132,0.57
1173,31,3,77,0.33
1174,31,4,18,0.08
1175,31,5,2534,10.93
1176,31,6,534,2.30
1177,31,7,894,3.86
1178,31,8,113,0.49
1179,31,9,1902,8.21
1180,31,10,73,0.31
1181,31,11,78,0.34
1182,31,12,300,1.29
1183,31,13,71,0.31
1184,31,14,36,0.16
1185,31,15,36,0.16
1186,31,16,203,0.88
1187,31,17,17,0.07
1188,31,18,10,0.04
1189,31,19,114,0.49
1190,31,21,11,0.05
1191,31,22,19,0.08
1192,31,23,30,0.13
1193,31,24,452,1.95
1194,31,25,123,0.53
1195,31,26,2013,8.69
1196,31,27,2655,11.46
1197,31,28,2764,11.93
1198,31,29,19,0.08
1199,31,30,6745,29.10
1200,31,31,39,0.17
1201,31,32,16,0.07
1202,31,33,21,0.09
1203,31,34,185,0.80
1204,31,35,30,0.13
1205,31,36,47,0.20
1206,31,37,94,0.41
1207,31,38,6,0.03
1208,31,39,540,2.33
1209,31,40,200,0.86
1210,32,1,17,0.09
1211,32,2,97,0.52
1212,32,3,60,0.32
1213,32,4,13,0.07
1214,32,5,2072,11.20
1215,32,6,498,2.69
1216,32,7,681,3.68
1217,32,8,46,0.25
1218,32,9,1685,9.11
1219,32,10,64,0.35
1220,32,11,44,0.24
1221,32,12,223,1.21
1222,32,13,51,0.28
1223,32,14,24,0.13
1224,32,15,40,0.22
1225,32,16,161,0.87
1226,32,17,11,0.06
1227,32,18,8,0.04
1228,32,19,200,1.08
1229,32,21,4,0.02
1230,32,22,14,0.08
1231,32,23,22,0.12
1232,32,24,359,1.94
1233,32,25,93,0.50
1234,32,26,1380,7.46
1235,32,27,1965,10.62
1236,32,28,2316,12.52
1237,32,29,26,0.14
1238,32,30,5491,29.69
1239,32,31,25,0.14
1240,32,32,7,0.04
1241,32,33,6,0.03
1242,32,34,152,0.82
1243,32,35,19,0.10
1244,32,36,120,0.65
1245,32,37,71,0.38
1246,32,38,6,0.03
1247,32,39,324,1.75
1248,32,40,101,0.55
1249,33,1,37,0.15
1250,33,2,172,0.71
1251,33,3,71,0.29
1252,33,4,16,0.07
1253,33,5,3793,15.57
1254,33,6,462,1.90
1255,33,7,810,3.33
1256,33,8,22,0.09
1257,33,9,2453,10.07
1258,33,10,75,0.31
1259,33,11,43,0.18
1260,33,12,230,0.94
1261,33,13,64,0.26
1262,33,14,37,0.15
1263,33,15,48,0.20
1264,33,16,210,0.86
1265,33,17,16,0.07
1266,33,18,11,0.05
1267,33,19,151,0.62
1268,33,21,8,0.03
1269,33,22,34,0.14
1270,33,23,22,0.09
1271,33,24,488,2.00
1272,33,25,151,0.62
1273,33,26,2119,8.70
1274,33,27,3299,13.55
1275,33,28,1926,7.91
1276,33,29,24,0.10
1277,33,30,6245,25.64
1278,33,31,32,0.13
1279,33,32,15,0.06
1280,33,33,19,0.08
1281,33,34,195,0.80
1282,33,35,23,0.09
1283,33,36,76,0.31
1284,33,37,96,0.39
1285,33,38,3,0.01
1286,33,39,752,3.09
1287,33,40,106,0.44
1288,34,1,19,0.11
1289,34,2,88,0.53
1290,34,3,41,0.25
1291,34,4,15,0.09
1292,34,5,2091,12.57
1293,34,6,429,2.58
1294,34,7,695,4.18
1295,34,8,43,0.26
1296,34,9,1833,11.02
1297,34,10,57,0.34
1298,34,11,60,0.36
1299,34,12,182,1.09
1300,34,13,39,0.23
1301,34,14,30,0.18
1302,34,15,23,0.14
1303,34,16,137,0.82
1304,34,17,34,0.20
1305,34,18,5,0.03
1306,34,19,136,0.82
1307,34,21,9,0.05
1308,34,22,15,0.09
1309,34,23,18,0.11
1310,34,24,256,1.54
1311,34,25,76,0.46
1312,34,26,1217,7.32
1313,34,27,1692,10.17
1314,34,28,1703,10.24
1315,34,29,14,0.08
1316,34,30,4986,29.98
1317,34,31,23,0.14
1318,34,32,7,0.04
1319,34,33,1,0.01
1320,34,34,121,0.73
1321,34,35,38,0.23
1322,34,36,43,0.26
1323,34,37,59,0.35
1324,34,38,0,0.00
1325,34,39,336,2.02
1326,34,40,60,0.36
1327,35,1,25,0.15
1328,35,2,117,0.69
1329,35,3,44,0.26
1330,35,4,11,0.06
1331,35,5,1857,10.91
1332,35,6,383,2.25
1333,35,7,581,3.41
1334,35,8,36,0.21
1335,35,9,1627,9.55
1336,35,10,82,0.48
1337,35,11,39,0.23
1338,35,12,159,0.93
1339,35,13,40,0.23
1340,35,14,23,0.14
1341,35,15,18,0.11
1342,35,16,165,0.97
1343,35,17,9,0.05
1344,35,18,11,0.06
1345,35,19,94,0.55
1346,35,21,2,0.01
1347,35,22,22,0.13
1348,35,23,14,0.08
1349,35,24,340,2.00
1350,35,25,100,0.59
1351,35,26,1215,7.14
1352,35,27,1722,10.11
1353,35,28,2060,12.10
1354,35,29,21,0.12
1355,35,30,5571,32.72
1356,35,31,29,0.17
1357,35,32,6,0.04
1358,35,33,3,0.02
1359,35,34,138,0.81
1360,35,35,30,0.18
1361,35,36,32,0.19
1362,35,37,55,0.32
1363,35,38,3,0.02
1364,35,39,260,1.53
1365,35,40,84,0.49
1366,36,1,25,0.12
1367,36,2,94,0.45
1368,36,3,51,0.25
1369,36,4,7,0.03
1370,36,5,2681,12.95
1371,36,6,473,2.28
1372,36,7,684,3.30
1373,36,8,23,0.11
1374,36,9,1847,8.92
1375,36,10,96,0.46
1376,36,11,65,0.31
1377,36,12,247,1.19
1378,36,13,31,0.15
1379,36,14,30,0.14
1380,36,15,25,0.12
1381,36,16,210,1.01
1382,36,17,7,0.03
1383,36,18,5,0.02
1384,36,19,147,0.71
1385,36,21,8,0.04
1386,36,22,24,0.12
1387,36,23,12,0.06
1388,36,24,496,2.40
1389,36,25,117,0.57
1390,36,26,1657,8.00
1391,36,27,2199,10.62
1392,36,28,2609,12.60
1393,36,29,14,0.07
1394,36,30,5946,28.72
1395,36,31,33,0.16
1396,36,32,9,0.04
1397,36,33,7,0.03
1398,36,34,168,0.81
1399,36,35,26,0.13
1400,36,36,49,0.24
1401,36,37,81,0.39
1402,36,38,2,0.01
1403,36,39,397,1.92
1404,36,40,103,0.50
1405,37,1,74,0.35
1406,37,2,91,0.43
1407,37,3,56,0.26
1408,37,4,5,0.02
1409,37,5,2668,12.51
1410,37,6,469,2.20
1411,37,7,630,2.95
1412,37,8,22,0.10
1413,37,9,1661,7.79
1414,37,10,110,0.52
1415,37,11,50,0.23
1416,37,12,194,0.91
1417,37,13,52,0.24
1418,37,14,27,0.13
1419,37,15,48,0.23
1420,37,16,219,1.03
1421,37,17,8,0.04
1422,37,18,9,0.04
1423,37,19,339,1.59
1424,37,21,4,0.02
1425,37,22,23,0.11
1426,37,23,9,0.04
1427,37,24,495,2.32
1428,37,25,105,0.49
1429,37,26,2146,10.06
1430,37,27,2831,13.27
1431,37,28,2408,11.29
1432,37,29,18,0.08
1433,37,30,5754,26.98
1434,37,31,27,0.13
1435,37,32,2,0.01
1436,37,33,10,0.05
1437,37,34,136,0.64
1438,37,35,29,0.14
1439,37,36,62,0.29
1440,37,37,90,0.42
1441,37,38,0,0.00
1442,37,39,329,1.54
1443,37,40,119,0.56
1444,38,1,30,0.16
1445,38,2,107,0.56
1446,38,3,63,0.33
1447,38,4,12,0.06
1448,38,5,2346,12.17
1449,38,6,363,1.88
1450,38,7,658,3.41
1451,38,8,131,0.68
1452,38,9,1367,7.09
1453,38,10,50,0.26
1454,38,11,42,0.22
1455,38,12,224,1.16
1456,38,13,57,0.30
1457,38,14,16,0.08
1458,38,15,24,0.12
1459,38,16,162,0.84
1460,38,17,12,0.06
1461,38,18,6,0.03
1462,38,19,73,0.38
1463,38,21,9,0.05
1464,38,22,29,0.15
1465,38,23,32,0.17
1466,38,24,390,2.02
1467,38,25,78,0.40
1468,38,26,2192,11.37
1469,38,27,2577,13.37
1470,38,28,2318,12.03
1471,38,29,34,0.18
1472,38,30,5009,25.99
1473,38,31,33,0.17
1474,38,32,8,0.04
1475,38,33,17,0.09
1476,38,34,143,0.74
1477,38,35,32,0.17
1478,38,36,67,0.35
1479,38,37,89,0.46
1480,38,38,0,0.00
1481,38,39,391,2.03
1482,38,40,85,0.44
1483,39,1,20,0.10
1484,39,2,89,0.44
1485,39,3,60,0.30
1486,39,4,9,0.04
1487,39,5,3129,15.54
1488,39,6,324,1.61
1489,39,7,547,2.72
1490,39,8,10,0.05
1491,39,9,1053,5.23
1492,39,10,37,0.18
1493,39,11,34,0.17
1494,39,12,210,1.04
1495,39,13,42,0.21
1496,39,14,23,0.11
1497,39,15,20,0.10
1498,39,16,181,0.90
1499,39,17,4,0.02
1500,39,18,6,0.03
1501,39,19,74,0.37
1502,39,21,7,0.03
1503,39,22,24,0.12
1504,39,23,13,0.06
1505,39,24,1161,5.77
1506,39,25,117,0.58
1507,39,26,2371,11.78
1508,39,27,3249,16.14
1509,39,28,2171,10.79
1510,39,29,15,0.07
1511,39,30,4133,20.53
1512,39,31,15,0.07
1513,39,32,15,0.07
1514,39,33,24,0.12
1515,39,34,141,0.70
1516,39,35,44,0.22
1517,39,36,46,0.23
1518,39,37,138,0.69
1519,39,38,3,0.01
1520,39,39,464,2.31
1521,39,40,106,0.53
1522,40,1,29,0.07
1523,40,2,188,0.49
1524,40,3,109,0.28
1525,40,4,18,0.05
1526,40,5,4887,12.63
1527,40,6,662,1.71
1528,40,7,1094,2.83
1529,40,8,34,0.09
1530,40,9,1985,5.13
1531,40,10,91,0.24
1532,40,11,86,0.22
1533,40,12,365,0.94
1534,40,13,84,0.22
1535,40,14,43,0.11
1536,40,15,36,0.09
1537,40,16,352,0.91
1538,40,17,11,0.03
1539,40,18,10,0.03
1540,40,19,149,0.38
1541,40,21,16,0.04
1542,40,22,45,0.12
1543,40,23,23,0.06
1544,40,24,1061,2.74
1545,40,25,257,0.66
1546,40,26,6275,16.21
1547,40,27,5659,14.62
1548,40,28,4043,10.45
1549,40,29,38,0.10
1550,40,30,9028,23.33
1551,40,31,58,0.15
1552,40,32,19,0.05
1553,40,33,63,0.16
1554,40,34,307,0.79
1555,40,35,50,0.13
1556,40,36,91,0.24
1557,40,37,271,0.70
1558,40,38,4,0.01
1559,40,39,984,2.54
1560,40,40,179,0.46
1561,41,1,16,0.08
1562,41,2,72,0.37
1563,41,3,77,0.39
1564,41,4,21,0.11
1565,41,5,3111,15.80
1566,41,6,284,1.44
1567,41,7,652,3.31
1568,41,8,23,0.12
1569,41,9,1031,5.24
1570,41,10,34,0.17
1571,41,11,26,0.13
1572,41,12,243,1.23
1573,41,13,62,0.31
1574,41,14,16,0.08
1575,41,15,23,0.12
1576,41,16,174,0.88
1577,41,17,12,0.06
1578,41,18,6,0.03
1579,41,19,83,0.42
1580,41,21,7,0.04
1581,41,22,19,0.10
1582,41,23,9,0.05
1583,41,24,536,2.72
1584,41,25,138,0.70
1585,41,26,2788,14.16
1586,41,27,3110,15.79
1587,41,28,1759,8.93
1588,41,29,15,0.08
1589,41,30,3744,19.01
1590,41,31,38,0.19
1591,41,32,9,0.05
1592,41,33,14,0.07
1593,41,34,111,0.56
1594,41,35,24,0.12
1595,41,36,94,0.48
1596,41,37,114,0.58
1597,41,38,1,0.01
1598,41,39,1104,5.61
1599,41,40,91,0.46
1600,42,1,50,0.12
1601,42,2,158,0.37
1602,42,3,171,0.40
1603,42,4,10,0.02
1604,42,5,6293,14.74
1605,42,6,771,1.81
1606,42,7,1575,3.69
1607,42,8,20,0.05
1608,42,9,2709,6.35
1609,42,10,71,0.17
1610,42,11,57,0.13
1611,42,12,403,0.94
1612,42,13,79,0.19
1613,42,14,51,0.12
1614,42,15,83,0.19
1615,42,16,455,1.07
1616,42,17,21,0.05
1617,42,18,16,0.04
1618,42,19,125,0.29
1619,42,21,13,0.03
1620,42,22,29,0.07
1621,42,23,33,0.08
1622,42,24,924,2.16
1623,42,25,329,0.77
1624,42,26,5162,12.09
1625,42,27,6277,14.70
1626,42,28,3610,8.46
1627,42,29,27,0.06
1628,42,30,9573,22.42
1629,42,31,85,0.20
1630,42,32,17,0.04
1631,42,33,10,0.02
1632,42,34,284,0.67
1633,42,35,43,0.10
1634,42,36,144,0.34
1635,42,37,163,0.38
1636,42,38,2,0.00
1637,42,39,2654,6.22
1638,42,40,197,0.46
1639,43,1,21,0.11
1640,43,2,74,0.39
1641,43,3,111,0.59
1642,43,4,19,0.10
1643,43,5,2517,13.34
1644,43,6,368,1.95
1645,43,7,743,3.94
1646,43,8,33,0.17
1647,43,9,1251,6.63
1648,43,10,46,0.24
1649,43,11,52,0.28
1650,43,12,233,1.23
1651,43,13,64,0.34
1652,43,14,14,0.07
1653,43,15,36,0.19
1654,43,16,197,1.04
1655,43,17,8,0.04
1656,43,18,3,0.02
1657,43,19,64,0.34
1658,43,21,7,0.04
1659,43,22,25,0.13
1660,43,23,21,0.11
1661,43,24,402,2.13
1662,43,25,96,0.51
1663,43,26,2076,11.00
1664,43,27,2924,15.49
1665,43,28,1511,8.01
1666,43,29,32,0.17
1667,43,30,4577,24.25
1668,43,31,52,0.28
1669,43,32,9,0.05
1670,43,33,25,0.13
1671,43,34,132,0.70
1672,43,35,19,0.10
1673,43,36,69,0.37
1674,43,37,74,0.39
1675,43,38,3,0.02
1676,43,39,897,4.75
1677,43,40,67,0.36
1678,44,1,23,0.09
1679,44,2,118,0.45
1680,44,3,78,0.30
1681,44,4,9,0.03
1682,44,5,3752,14.38
1683,44,6,435,1.67
1684,44,7,1049,4.02
1685,44,8,23,0.09
1686,44,9,1404,5.38
1687,44,10,31,0.12
1688,44,11,47,0.18
1689,44,12,246,0.94
1690,44,13,57,0.22
1691,44,14,29,0.11
1692,44,15,39,0.15
1693,44,16,184,0.71
1694,44,17,5,0.02
1695,44,18,10,0.04
1696,44,19,86,0.33
1697,44,21,17,0.07
1698,44,22,18,0.07
1699,44,23,22,0.08
1700,44,24,580,2.22
1701,44,25,119,0.46
1702,44,26,2609,10.00
1703,44,27,3404,13.05
1704,44,28,2280,8.74
1705,44,29,18,0.07
1706,44,30,6168,23.64
1707,44,31,55,0.21
1708,44,32,10,0.04
1709,44,33,18,0.07
1710,44,34,163,0.62
1711,44,35,26,0.10
1712,44,36,65,0.25
1713,44,37,103,0.39
1714,44,38,2,0.01
1715,44,39,2693,10.32
1716,44,40,93,0.36
1717,45,1,19,0.10
1718,45,2,71,0.38
1719,45,3,83,0.45
1720,45,4,7,0.04
1721,45,5,2486,13.48
1722,45,6,287,1.56
1723,45,7,719,3.90
1724,45,8,13,0.07
1725,45,9,1457,7.90
1726,45,10,33,0.18
1727,45,11,64,0.35
1728,45,12,178,0.96
1729,45,13,55,0.30
1730,45,14,36,0.20
1731,45,15,31,0.17
1732,45,16,183,0.99
1733,45,17,7,0.04
1734,45,18,5,0.03
1735,45,19,82,0.44
1736,45,21,3,0.02
1737,45,22,13,0.07
1738,45,23,13,0.07
1739,45,24,309,1.68
1740,45,25,114,0.62
1741,45,26,1880,10.19
1742,45,27,2434,13.20
1743,45,28,1521,8.25
1744,45,29,10,0.05
1745,45,30,4335,23.50
1746,45,31,43,0.23
1747,45,32,5,0.03
1748,45,33,11,0.06
1749,45,34,129,0.70
1750,45,35,16,0.09
1751,45,36,66,0.36
1752,45,37,60,0.33
1753,45,38,2,0.01
1754,45,39,1585,8.59
1755,45,40,81,0.44
1756,46,1,22,0.08
1757,46,2,133,0.50
1758,46,3,94,0.35
1759,46,4,14,0.05
1760,46,5,3957,14.84
1761,46,6,415,1.56
1762,46,7,853,3.20
1763,46,8,26,0.10
1764,46,9,1893,7.10
1765,46,10,59,0.22
1766,46,11,64,0.24
1767,46,12,258,0.97
1768,46,13,60,0.23
1769,46,14,40,0.15
1770,46,15,52,0.20
1771,46,16,182,0.68
1772,46,17,11,0.04
1773,46,18,15,0.06
1774,46,19,97,0.36
1775,46,21,14,0.05
1776,46,22,36,0.14
1777,46,23,28,0.11
1778,46,24,535,2.01
1779,46,25,158,0.59
1780,46,26,3029,11.36
1781,46,27,3971,14.89
1782,46,28,2440,9.15
1783,46,29,22,0.08
1784,46,30,6316,23.69
1785,46,31,55,0.21
1786,46,32,20,0.08
1787,46,33,15,0.06
1788,46,34,222,0.83
1789,46,35,28,0.11
1790,46,36,91,0.34
1791,46,37,116,0.44
1792,46,38,1,0.00
1793,46,39,1175,4.41
1794,46,40,144,0.54
1795,47,1,25,0.11
1796,47,2,91,0.40
1797,47,3,100,0.44
1798,47,4,8,0.04
1799,47,5,2979,13.07
1800,47,6,373,1.64
1801,47,7,996,4.37
1802,47,8,13,0.06
1803,47,9,1918,8.41
1804,47,10,41,0.18
1805,47,11,43,0.19
1806,47,12,198,0.87
1807,47,13,44,0.19
1808,47,14,46,0.20
1809,47,15,66,0.29
1810,47,16,211,0.93
1811,47,17,18,0.08
1812,47,18,5,0.02
1813,47,19,68,0.30
1814,47,21,11,0.05
1815,47,22,15,0.07
1816,47,23,10,0.04
1817,47,24,405,1.78
1818,47,25,140,0.61
1819,47,26,1962,8.61
1820,47,27,2796,12.26
1821,47,28,1952,8.56
1822,47,29,27,0.12
1823,47,30,5222,22.90
1824,47,31,48,0.21
1825,47,32,11,0.05
1826,47,33,13,0.06
1827,47,34,125,0.55
1828,47,35,24,0.11
1829,47,36,59,0.26
1830,47,37,88,0.39
1831,47,38,1,0.00
1832,47,39,2533,11.11
1833,47,40,114,0.50
1834,48,1,22,0.06
1835,48,2,158,0.40
1836,48,3,164,0.42
1837,48,4,25,0.06
1838,48,5,6004,15.27
1839,48,6,605,1.54
1840,48,7,1509,3.84
1841,48,8,22,0.06
1842,48,9,2661,6.77
1843,48,10,59,0.15
1844,48,11,56,0.14
1845,48,12,314,0.80
1846,48,13,84,0.21
1847,48,14,60,0.15
1848,48,15,227,0.58
1849,48,16,371,0.94
1850,48,17,17,0.04
1851,48,18,13,0.03
1852,48,19,135,0.34
1853,48,21,15,0.04
1854,48,22,46,0.12
1855,48,23,27,0.07
1856,48,24,996,2.53
1857,48,25,266,0.68
1858,48,26,3992,10.15
1859,48,27,5903,15.01
1860,48,28,3416,8.69
1861,48,29,29,0.07
1862,48,30,9039,22.99
1863,48,31,67,0.17
1864,48,32,15,0.04
1865,48,33,17,0.04
1866,48,34,263,0.67
1867,48,35,36,0.09
1868,48,36,179,0.46
1869,48,37,189,0.48
1870,48,38,1,0.00
1871,48,39,2140,5.44
1872,48,40,182,0.46
1873,49,1,15,0.07
1874,49,2,92,0.42
1875,49,3,79,0.36
1876,49,4,9,0.04
1877,49,5,2784,12.64
1878,49,6,298,1.35
1879,49,7,1055,4.79
1880,49,8,12,0.05
1881,49,9,1834,8.33
1882,49,10,34,0.15
1883,49,11,32,0.15
1884,49,12,175,0.79
1885,49,13,34,0.15
1886,49,14,21,0.10
1887,49,15,37,0.17
1888,49,16,176,0.80
1889,49,17,5,0.02
1890,49,18,3,0.01
1891,49,19,63,0.29
1892,49,21,24,0.11
1893,49,22,17,0.08
1894,49,23,13,0.06
1895,49,24,391,1.78
1896,49,25,121,0.55
1897,49,26,2046,9.29
1898,49,27,2824,12.82
1899,49,28,1632,7.41
1900,49,29,18,0.08
1901,49,30,4734,21.50
1902,49,31,37,0.17
1903,49,32,62,0.28
1904,49,33,4,0.02
1905,49,34,119,0.54
1906,49,35,24,0.11
1907,49,36,76,0.35
1908,49,37,73,0.33
1909,49,38,0,0.00
1910,49,39,2970,13.49
1911,49,40,78,0.35
1912,50,1,36,0.11
1913,50,2,167,0.50
1914,50,3,209,0.63
1915,50,4,16,0.05
1916,50,5,4365,13.17
1917,50,6,485,1.46
1918,50,7,1392,4.20
1919,50,8,18,0.05
1920,50,9,2096,6.32
1921,50,10,64,0.19
1922,50,11,51,0.15
1923,50,12,356,1.07
1924,50,13,73,0.22
1925,50,14,43,0.13
1926,50,15,66,0.20
1927,50,16,291,0.88
1928,50,17,16,0.05
1929,50,18,13,0.04
1930,50,19,94,0.28
1931,50,21,18,0.05
1932,50,22,22,0.07
1933,50,23,23,0.07
1934,50,24,616,1.86
1935,50,25,180,0.54
1936,50,26,3130,9.44
1937,50,27,4907,14.80
1938,50,28,2800,8.45
1939,50,29,45,0.14
1940,50,30,7093,21.40
1941,50,31,79,0.24
1942,50,32,28,0.08
1943,50,33,7,0.02
1944,50,34,211,0.64
1945,50,35,36,0.11
1946,50,36,98,0.30
1947,50,37,201,0.61
1948,50,38,0,0.00
1949,50,39,3644,10.99
1950,50,40,159,0.48
1951,51,1,21,0.09
1952,51,2,68,0.31
1953,51,3,59,0.27
1954,51,4,7,0.03
1955,51,5,3035,13.65
1956,51,6,337,1.52
1957,51,7,1121,5.04
1958,51,8,17,0.08
1959,51,9,1887,8.48
1960,51,10,27,0.12
1961,51,11,33,0.15
1962,51,12,161,0.72
1963,51,13,48,0.22
1964,51,14,29,0.13
1965,51,15,27,0.12
1966,51,16,158,0.71
1967,51,17,10,0.04
1968,51,18,8,0.04
1969,51,19,72,0.32
1970,51,21,7,0.03
1971,51,22,36,0.16
1972,51,23,12,0.05
1973,51,24,373,1.68
1974,51,25,113,0.51
1975,51,26,1866,8.39
1976,51,27,2836,12.75
1977,51,28,1815,8.16
1978,51,29,11,0.05
1979,51,30,4849,21.80
1980,51,31,45,0.20
1981,51,32,15,0.07
1982,51,33,10,0.04
1983,51,34,120,0.54
1984,51,35,26,0.12
1985,51,36,66,0.30
1986,51,37,68,0.31
1987,51,38,0,0.00
1988,51,39,2771,12.46
1989,51,40,77,0.35
1990,52,1,21,0.08
1991,52,2,113,0.42
1992,52,3,103,0.38
1993,52,4,13,0.05
1994,52,5,4179,15.61
1995,52,6,415,1.55
1996,52,7,1102,4.12
1997,52,8,13,0.05
1998,52,9,1992,7.44
1999,52,10,32,0.12
2000,52,11,76,0.28
2001,52,12,205,0.77
2002,52,13,50,0.19
2003,52,14,36,0.13
2004,52,15,33,0.12
2005,52,16,208,0.78
2006,52,17,12,0.04
2007,52,18,10,0.04
2008,52,19,78,0.29
2009,52,21,61,0.23
2010,52,22,10,0.04
2011,52,23,14,0.05
2012,52,24,449,1.68
2013,52,25,109,0.41
2014,52,26,2271,8.48
2015,52,27,3759,14.04
2016,52,28,2425,9.06
2017,52,29,16,0.06
2018,52,30,5250,19.61
2019,52,31,45,0.17
2020,52,32,34,0.13
2021,52,33,9,0.03
2022,52,34,153,0.57
2023,52,35,23,0.09
2024,52,36,99,0.37
2025,52,37,327,1.22
2026,52,38,4,0.01
2027,52,39,2904,10.85
2028,52,40,119,0.44
2029,53,1,28,0.16
